year,timhour,timperiod,day,month,acctyp,roadtyp,location,climate,cause,gender,national,age,licns,injLvl,vhcltyp,heavyVcl,insurtyp,harmlvl,vhcls,singlmltipl,prsns,death_wound,wounds,deaths
2010,1000,2,7,5,3,1,1,1,2,1,1,18,1,3,3,2,2,2,3,2,3,2,1,0
2010,800,2,3,4,1,1,1,1,2,1,1,29,1,4,3,2,2,2,2,2,3,2,3,0
2010,800,2,1,4,1,1,1,1,2,1,1,33,1,5,3,2,1,3,2,2,3,2,2,0
2010,1200,2,1,4,1,1,1,1,2,1,1,30,1,3,3,2,2,2,2,2,3,2,1,0
2010,1700,3,5,3,1,2,1,1,2,1,1,24,1,4,3,2,2,2,4,2,3,2,2,0
2010,1900,4,6,1,1,1,1,1,2,1,1,26,1,5,3,2,2,1,2,2,3,2,1,0
2009,1200,2,6,11,2,1,1,1,2,1,1,26,1,4,3,2,2,2,2,2,3,2,1,0
2009,1000,2,2,10,1,2,1,1,2,1,1,32,1,5,3,2,2,2,3,2,3,2,2,0
2009,1100,2,1,7,1,1,1,1,2,1,1,34,1,5,3,2,2,1,2,2,3,2,3,0
2009,1400,3,5,7,1,1,1,1,2,1,1,30,1,3,3,2,2,2,2,2,3,2,3,0
2009,2000,4,7,6,1,1,1,1,2,1,1,47,1,4,3,2,2,2,2,2,3,2,2,0
2009,1900,4,4,10,1,1,1,1,2,1,2,39,2,5,3,2,1,3,2,2,2,3,0,0
2010,900,2,6,9,1,2,1,1,2,1,2,37,1,4,3,2,2,3,2,2,2,2,1,0
2009,900,2,3,6,1,2,1,1,2,1,2,31,1,3,3,2,2,2,2,2,2,2,1,0
2011,900,2,1,1,1,1,1,1,2,1,1,60,1,5,3,2,2,1,2,2,2,1,1,1
2012,1000,2,4,3,1,2,1,1,2,1,1,20,1,4,3,2,2,3,2,2,2,2,1,0
2011,1100,2,7,9,1,2,1,1,2,1,1,27,1,5,3,2,2,3,1,1,2,2,1,0
2011,1700,3,5,6,1,1,1,1,2,1,1,23,1,3,3,2,2,2,2,2,2,2,1,0
2011,1200,2,5,3,1,1,1,1,2,1,1,59,1,5,3,2,2,1,2,2,2,2,2,0
2011,1600,3,3,1,1,2,1,1,2,1,1,28,1,5,3,2,1,2,2,2,2,3,0,0
2010,1500,3,1,11,1,1,1,1,2,1,1,59,1,5,3,2,2,3,2,2,2,2,1,0
2010,1100,2,2,10,1,1,1,1,2,1,1,20,1,4,3,2,2,2,2,2,2,2,1,0
2010,1600,3,4,9,3,2,1,1,2,1,1,26,1,5,3,2,3,2,2,2,2,2,2,0
2010,1200,2,3,5,1,1,1,1,2,1,1,26,1,5,3,2,2,1,2,2,2,2,1,0
2010,1100,2,7,3,1,1,1,1,2,1,1,18,1,3,3,2,2,1,2,2,2,3,0,0
2010,1200,2,4,2,1,2,1,1,2,1,1,24,1,3,3,2,2,1,2,2,2,2,2,0
2010,100,1,4,2,1,2,1,1,2,1,1,42,1,5,3,2,1,2,2,2,2,2,2,0
2009,1400,3,4,11,1,1,1,1,2,1,1,29,1,5,3,2,2,3,2,2,2,2,1,0
2009,200,1,2,5,1,2,1,1,2,1,1,40,1,2,3,2,2,2,2,2,2,2,1,0
2009,1600,3,2,3,1,1,1,1,2,1,1,47,1,3,3,2,2,2,2,2,2,3,0,0
2009,100,1,2,3,3,2,1,1,2,1,1,25,1,3,3,2,1,3,1,1,2,2,1,0
2009,900,2,6,2,1,2,1,1,2,1,1,23,1,5,3,2,1,3,2,2,2,2,1,0
2012,1000,2,1,1,2,1,1,1,2,1,1,38,1,5,3,2,2,3,2,2,2,3,0,0
2011,900,2,3,3,1,2,1,1,2,2,1,47,1,3,3,2,2,4,1,1,2,2,1,0
2011,1600,3,7,4,5,1,4,1,1,1,1,17,1,4,3,2,1,2,2,2,2,3,0,0
2009,1900,4,4,11,1,1,1,1,1,1,1,66,1,5,3,2,2,2,2,2,3,2,2,0
2011,1600,3,6,12,3,1,1,1,1,1,1,49,1,4,3,2,2,2,2,2,2,3,0,0
2011,700,2,2,12,1,1,1,1,1,1,1,43,1,5,3,2,2,2,2,2,2,2,1,0
2011,1300,3,4,11,1,2,1,1,1,1,1,24,1,4,3,2,1,2,2,2,2,2,1,0
2011,700,2,1,10,1,1,1,1,1,1,1,60,1,4,3,2,2,2,2,2,2,2,2,0
2011,1400,3,6,7,1,1,1,1,1,1,1,23,1,5,3,2,1,3,1,1,2,2,1,0
2011,1200,2,4,6,5,2,1,1,1,1,1,17,1,5,3,2,1,4,1,1,2,2,1,0
2010,1000,2,7,5,2,2,1,1,1,1,1,28,1,4,3,2,2,4,1,1,2,2,1,0
2009,2200,4,5,10,1,2,1,1,1,1,1,21,1,4,3,2,2,4,1,1,2,2,1,0
2011,600,2,2,9,2,1,1,1,1,1,1,33,1,4,3,2,4,5,2,2,1,3,0,0
2010,800,2,3,8,3,1,1,1,1,1,1,56,1,3,3,2,1,3,1,1,1,3,0,0
2010,1000,2,2,5,3,1,1,1,1,1,1,45,1,4,3,2,1,2,1,1,1,3,0,0
2009,2100,4,1,8,2,1,1,1,1,1,1,31,1,5,3,2,2,2,1,1,1,2,1,0
2012,100,1,6,2,1,1, ,1,1,1,1,36,1,4,3,2,2,2,1,1,1,2,1,0
2011,1900,4,6,9,1,2,2,1, ,1,1,29,1,4,3,2,2,3,2,2,3,2,3,0
2012,300,1,6,4,1,2,1,1,1,1,2,35,1,5,3,2,4,2,2,2,2,2,1,0
2009,1900,4,6,8,1,2,1,1,1,1,2,37,1,3,3,2,3,1,2,2,2,1,0,1
2011,1100,2,4,2,1,2,1,1,5,1,1,19,2,4,3,2,2,2,2,2,2,2,1,0
2011,100,1,5,4,3,2,1,1,3,1,1,18,2,5,3,2,3,4,1,1,2,2,1,0
2011,900,2,3,3,1,1,1,1,2,1,1,62,1,5,3,2,2,2,3,2,3,1,0,1
2010,2000,4,1,10,1,2,1,1,2,1,1,19,2,2,3,2,4,5,1,1,2,2,1,0
2011,1700,3,7,8,1,1,1,1,2,1,1,13,2,5,3,2,3,2,2,2,2,2,1,0
2010,1400,3,6,10,4,2,1,1,2,1,1,14,2,4,3,2,3,2,2,2,2,2,1,0
2010,100,1,2,10,1,2,1,1,1,1,1,24,1,5,3,2,3,3,1,1,4,2,3,0
2010,1300,3,2,8,1,2,1,1,1,1,1,16,2,4,3,2,3,5,1,1,2,2,1,0
2011,1700,3,7,11,5,2,1,1,1,1,1,20,1,5,3,2,3,4,1,1,2,2,1,0
2011,2200,4,4,7,1,2,1,1,1,1,1,17,2,5,3,2,3,4,1,1,2,2,1,0
2011,2000,4,1,3,1,2,1,1,1,1,1,20,2,3,3,2,4,5,1,1,2,2,1,0
2009,1200,2,3,12,3,1,1,1,9,1,1,21,1,5,3,2,2,2,3,2,4,2,2,0
2011,1900,4,6,12,4,2,1,1,8,1,1,44,1,5,3,2,2,2,4,2,7,1,4,1
2011,1200,2,1,12,4,1,1,1,8,1,1,25,1,3,3,2,2,1,2,2,3,2,2,0
2009,1200,2,1,3,2,1,1,1,8,1,1,30,1,3,3,2,2,2,2,2,3,2,3,0
2011,1200,2,6,6,1,1,1,1,8,2,1,33,1,5,3,2,2,1,3,2,3,2,2,0
2010,900,2,4,10,2,1,6,1,7,1,2,38,1,5,3,2,1,3,4,2,4,2,1,0
2012,1800,4,2,4,1,1,6,1,7,2,2,64,1,4,3,2,2,2,3,2,4,2,1,0
2011,2100,4,6,2,1,1,6,1,7,2,1,21,1,4,3,2,2,2,2,2,4,2,3,0
2011,100,1,1,11,1,2,6,1,7,1,1,30,1,5,3,2,1,2,3,2,3,2,1,0
2011,1400,3,6,3,1,2,6,1,7,1,2,35,1,5,3,2,2,2,2,2,3,2,1,0
2011,1400,3,5,11,1,2,6,1,7,1,2,36,1,5,3,2,1,1,2,2,2,2,1,0
2010,1800,4,2,9,1,1,4,1,7,1,1,19,1,4,3,2,2,3,2,2,4,2,3,0
2011,2000,4,3,1,2,1,4,1,7,2,1,23,1,5,3,2,1,1,2,2,4,2,2,0
2011,1300,3,1,12,1,1,4,1,7,1,1,57,1,4,3,2,2,2,2,2,3,2,1,0
2012,1500,3,2,1,2,1,4,1,7,1,2,26,1,2,3,2,2,3,2,2,3,2,2,0
2011,500,1,3,12,3,1,4,1,7,1,1,36,1,5,3,2,2,1,2,2,2,2,2,0
2011,1400,3,3,2,1,1,4,1,7,1,1,27,1,5,3,2,2,2,2,2,2,2,1,0
2012,800,2,4,1,1,1,4,1,7,1,1,25,1,4,3,2,1,3,1,1,1,3,0,0
2009,2000,4,2,4,1,1,5,1,7,1,1,26,1,5,3,2,2,3,3,2,2,3,0,0
2011,2000,4,1,8,1,1,3,1,7,1,1,34,1,5,3,2,1,2,2,2,6,2,4,0
2010,1000,2,7,3,1,2,3,1,7,1,1,20,1,3,3,2,2,2,3,2,5,2,2,0
2011,1500,3,1,10,5,1,3,1,7,1,1,18,1,4,3,2,1,2,2,2,4,2,3,0
2011,1400,3,7,2,1,2,2,1,7,1,2,38,1,4,3,2,2,2,2,2,6,2,6,0
2011,1200,2,1,11,2,2,2,1,7,1,2,32,1,5,3,2,2,1,3,2,3,2,1,0
2011,800,2,4,9,1,1,2,1,7,1,1,23,1,5,3,2,2,3,2,2,2,3,0,0
2011,300,1,1,9,1,1,2,1,7,1,1,28,1,5,3,2,2,2,2,2,2,2,2,0
2010,900,2,6,2,1,2,1,1,7,1,1,17,2,4,3,2,2,1,2,2,8,2,8,0
2009,1900,4,6,4,1,1,1,1,7,2,1,42,1,5,3,2,1,1,4,2,7,2,4,0
2009,1500,3,7,8,2,2,1,1,7,1,1,19,1,3,3,2,2,3,2,2,6,2,6,0
2011,1100,2,7,11,4,1,1,1,7,1,1,30,1,5,3,2,2,2,4,2,5,2,1,0
2011,2100,4,1,3,2,2,1,1,7,1,1,29,1,4,3,2,1,3,3,2,5,2,3,0
2011,800,2,1,7,1,1,1,1,7,1,2,44,1,4,3,2,2,1,2,2,5,1,3,1
2011,2000,4,7,10,1,1,1,1,7,1,1,21,1,5,3,2,2,1,4,2,4,2,3,0
2011,700,2,3,7,2,1,1,1,7,1,1,18,1,5,3,2,2,2,2,2,4,2,2,0
2011,1600,3,3,5,1,1,1,1,7,1,1,29,1,2,3,2,2,2,2,2,4,2,3,0
2011,1000,2,2,4,1,1,1,1,7,1,1,25,1,5,3,2,2,2,4,2,4,2,1,0
2010,2000,4,7,12,1,1,1,1,7,1,1,23,1,3,3,2,2,2,2,2,4,2,2,0
2010,2300,4,4,6,1,2,1,1,7,1,1,19,1,5,3,2,1,1,3,2,4,2,3,0
2011,1400,3,1,12,1,2,1,1,7,2,1,36,1,5,3,2,2,3,3,2,4,2,3,0
2011,700,2,6,10,1,1,1,1,7,2,1,23,1,4,3,2,2,2,2,2,4,2,3,0
2012,1900,4,1,3,1,1,1,1,7,2,2,25,1,4,3,2,1,1,2,2,4,2,4,0
2010,400,1,2,5,1,2,1,1,7,1,2,54,1,3,3,2,2,1,2,2,3,2,3,0
2010,900,2,3,8,4,1,1,1,7,1,2,29,1,5,3,2,1,2,3,2,3,3,0,0
2012,200,1,6,3,1,2,1,1,7,1,2,26,1,3,3,2,1,2,2,2,3,2,2,0
2011,2200,4,4,2,2,1,1,1,7,1,2,37,1,4,3,2,1,2,2,2,3,2,1,0
2010,2300,4,5,9,1,1,1,1,7,1,1,26,1,4,3,2,2,1,2,2,3,1,2,1
2009,1500,3,7,6,1,1,1,1,7,1,1,23,1,5,3,2,2,2,2,2,3,1,0,1
2011,1800,4,6,12,1,1,1,1,7,1,1,39,1,5,3,2,2,1,3,2,3,2,1,0
2011,2300,4,3,12,4,1,1,1,7,1,1,18,1,5,3,2,2,3,3,2,3,2,1,0
2011,1800,4,1,11,1,1,1,1,7,1,1,25,1,5,3,2,2,3,2,2,3,2,3,0
2010,2200,4,4,7,1,1,1,1,7,1,1,23,1,3,3,2,2,2,2,2,3,2,1,0
2010,1000,2,6,6,1,2,1,1,7,1,1,42,1,5,3,2,2,3,2,2,3,2,1,0
2010,2000,4,6,5,1,1,1,1,7,1,1,39,1,2,3,2,2,2,2,2,3,2,1,0
2010,1200,2,1,4,1,2,1,1,7,1,1,34,1,5,3,2,2,2,2,2,3,2,1,0
2010,800,2,5,4,1,3,1,1,7,1,1,26,1,5,3,2,1,2,2,2,3,2,2,0
2009,1100,2,2,11,1,1,1,1,7,1,1,30,1,2,3,2,2,2,3,2,3,2,1,0
2009,1100,2,5,8,1,1,1,1,7,1,1,25,1,5,3,2,2,2,2,2,3,2,1,0
2009,1300,3,7,5,1,1,1,1,7,1,1,40,1,4,3,2,2,2,2,2,3,2,2,0
2009,2200,4,2,3,1,1,1,1,7,1,1,24,1,4,3,2,1,1,2,2,3,2,1,0
2010,1900,4,4,5,5,1,1,1,7,1,2,31,1,3,3,2,2,1,2,2,3,1,0,2
2012,1500,3,5,1,1,1,1,1,7,1,2,28,1,3,3,2,2,1,2,2,3,2,3,0
2011,1200,2,4,11,3,1,1,1,7,2,1,25,1,4,3,2,1,3,3,2,3,2,1,0
2011,2100,4,7,1,2,1,1,1,7,2,1,28,1,5,3,2,2,2,3,2,3,3,0,0
2010,1600,3,3,5,1,1,1,1,7,2,1,26,1,3,3,2,1,2,3,2,3,3,0,0
2010,1500,3,1,5,1,1,1,1,7,2,1,23,1,5,3,2,2,3,2,2,3,2,2,0
2011,1200,2,4,6,2,1,1,1,7,1,2,45,1,5,3,2,2,1,2,2,2,2,1,0
2012,1300,3,4,2,1,1,1,1,7,1,1,21,1,5,3,2,2,1,2,2,2,1,0,1
2009,900,2,5,6,1,1,1,1,7,1,1,28,1,4,3,2,2,1,2,2,2,1,0,1
2009,2100,4,5,11,1,1,1,1,7,1,1,26,1,4,3,2,3,1,2,2,2,2,1,0
2012,1500,3,4,3,4,2,1,1,7,1,1,34,1,5,3,2,2,2,2,2,2,2,1,0
2012,2300,4,3,2,1,1,1,1,7,1,1,26,1,4,3,2,1,3,2,2,2,2,1,0
2012,1100,2,2,1,2,1,1,1,7,1,1,19,1,5,3,2,2,1,2,2,2,2,2,0
2011,1300,3,2,12,4,1,1,1,7,1,1,20,1,5,3,2,1,2,2,2,2,2,1,0
2011,1200,2,5,11,1,2,1,1,7,1,1,20,1,4,3,2,2,3,2,2,2,2,1,0
2011,1800,4,6,9,4,2,1,1,7,1,1,52,1,5,3,2,1,4,2,2,2,3,0,0
2011,2100,4,1,8,1,1,1,1,7,1,1,30,1,5,3,2,2,3,2,2,2,2,1,0
2011,1400,3,1,7,1,2,1,1,7,1,1,36,1,4,3,2,2,2,3,2,2,2,1,0
2011,2300,4,2,6,1,1,1,1,7,1,1,48,1,5,3,2,1,2,2,2,2,3,0,0
2011,2100,4,7,1,1,1,1,1,7,1,1,20,1,4,3,2,2,2,2,2,2,2,1,0
2010,2100,4,7,12,3,2,1,1,7,1,1,23,1,2,3,2,1,2,2,2,2,2,2,0
2010,100,1,7,10,1,1,1,1,7,1,1,35,1,5,3,2,2,2,2,2,2,3,0,0
2010,1000,2,3,3,3,2,1,1,7,1,1,32,1,5,3,2,1,2,2,2,2,2,1,0
2009,1300,3,5,12,4,1,1,1,7,1,1,26,1,4,3,2,1,1,2,2,2,2,1,0
2009,1400,3,1,6,1,2,1,1,7,1,1,25,1,5,3,2,2,3,2,2,2,3,0,0
2009,1500,3,2,3,1,1,1,1,7,1,1,25,1,3,3,2,2,2,2,2,2,3,0,0
2009,800,2,6,2,1,1,1,1,7,1,1,21,1,5,3,2,2,2,2,2,2,2,1,0
2011,700,2,5,10,1,1,1,1,7,1,2,25,1,5,3,2,2,1,2,2,2,2,1,0
2012,1300,3,5,2,1,1,1,1,7,2,1,22,1,4,3,2,1,2,2,2,2,2,1,0
2012,100,1,7,1,1,1,1,1,7,2,1,25,1,5,3,2,2,2,2,2,2,2,1,0
2012,800,2,5,1,1,1,1,1,7,2,1,25,1,5,3,2,2,2,2,2,2,2,1,0
2011,1000,2,3,10,4,1,1,1,7,2,1,20,1,4,3,2,2,2,2,2,2,2,1,0
2011,2300,4,6,7,1,2,1,1,7,2,1,23,1,4,3,2,2,2,2,2,2,2,1,0
2009,2000,4,3,9,1,2,1,1,7,2,1,38,1,4,3,2,2,3,2,2,2,2,1,0
2011,1100,2,2,10,1,2,1,1,7,1,1,20,1,5,3,2,1,3,1,1,1,3,0,0
2011,2200,4,4,9,1,1,1,1,7,1,1,25,1,5,3,2,2,5,2,2,1,3,0,0
2011,200,1,2,4,1,1,1,1,7,1,1,33,1,5,3,2,4,5,2,2,1,2,1,0
2010,1000,2,4,7,1,1,6,1,7,1,1,42,1,4,3,2,2,2,2,2,5,2,5,0
2009,1400,3,1,1,1,1,4,1,7,1,2,28,1,5,3,2,2,2,4,2,4,3,0,0
2011,200,1,2,1,4,1,4,1,7,1,2,35,1,5,3,2,2,1,2,2,3,2,3,0
2011,1400,3,5,9,1,1,4,1,7,1,1,28,1,5,3,2,1,3,2,2,2,2,1,0
2012,1900,4,2,2,5,1,5,1,7,1,1,19,1,5,3,2,2,1,4,2,7,2,4,0
2011,200,1,7,1,2,1,5,1,7,2,1,28,1,4,3,2,1,2,2,2,3,2,2,0
2009,2000,4,6,1,1,1,1,1,7,2,1,22,1,5,3,2,1,1,2,2,6,2,4,0
2010,800,2,4,5,3,1,1,1,7,1,2,47,1,5,3,2,2,3,4,2,5,2,2,0
2011,400,1,7,11,3,1,1,1,7,1,1,33,1,5,3,2,2,2,2,2,4,2,2,0
2009,1400,3,2,6,4,1,1,1,7,1,1,25,1,5,3,2,1,2,2,2,4,2,3,0
2011,1300,3,7,12,4,2,1,1,7,1,1,22,1,5,3,2,2,2,3,2,3,2,1,0
2011,1600,3,1,11,3,1,1,1,7,1,1,17,1,3,3,2,2,2,2,2,3,2,1,0
2009,1000,2,1,10,3,2,1,1,7,1,1,30,1,4,3,2,1,3,2,2,3,2,1,0
2009,2200,4,1,7,3,2,1,1,7,1,1,22,1,5,3,2,2,1,3,2,3,3,0,0
2009,1600,3,4,12,5,2,1,1,7,1,1,20,1,4,3,2,2,3,2,2,2,2,1,0
2009,1100,2,3,6,4,1,1,1,7,1,1,24,1,5,3,2,2,2,2,2,2,2,1,0
2009,2100,4,6,4,3,1,1,1,7,1,1,31,1,5,3,2,1,3,2,2,2,2,1,0
2009,2200,4,1,3,3,1,1,1,7,1,1,30,1,5,3,2,2,2,2,2,2,2,1,0
2010,1800,4,2,2,3,2,6,2,6,1,1,30,1,5,3,2,2,2,3,2,5,2,4,0
2010,1700,3,2,2,5,1,4,2,6,1,1,20,1,5,3,2,2,2,2,2,3,2,1,0
2009,900,2,5,1,5,1,3,2,6,1,1,24,1,4,3,2,2,1,2,2,3,2,1,0
2009,1000,2,4,1,5,1,1,2,6,1,1,28,1,5,3,2,2,1,3,2,15,2,15,0
2009,1300,3,1,9,5,1,1,2,6,1,1,25,1,4,3,2,2,3,2,2,3,2,1,0
2009,1300,3,3,3,1,1,1,2,6,1,1,19,1,5,3,2,1,2,2,2,2,3,0,0
2009,1700,3,5,4,3,2,1,2,6,1,1,25,1,5,3,2,2,1,2,2,2,2,1,0
2011,2000,4,6,3,3,1,4,1,5,1,1,27,1,5,3,2,1,1,2,2,3,2,3,0
2010,700,2,7,2,5,1,4,1,5,1,1,20,1,4,3,2,2,2,2,2,2,2,1,0
2012,100,1,3,1,3,1,5,1,5,1,2,28,1,4,3,2,1,2,2,2,3,2,1,0
2011,100,1,3,1,4,1,5,1,5,1,2,43,1,5,3,2,1,1,2,2,3,2,2,0
2012,1800,4,4,3,3,1,5,1,5,1,1,24,1,5,3,2,2,2,2,2,2,2,1,0
2010,2100,4,5,2,4,1,5,1,5,1,1,30,1,2,3,2,1,2,2,2,2,2,1,0
2009,1200,2,3,7,3,1,3,1,5,2,1,36,1,5,3,2,2,2,2,2,2,2,2,0
2009,900,2,1,10,4,1,2,1,5,1,1,21,1,4,3,2,2,2,2,2,3,2,1,0
2011,1900,4,7,11,3,1,2,1,5,1,1,25,1,5,3,2,2,1,2,2,2,1,1,1
2009,1300,3,6,8,4,1,1,1,5,1,1,31,1,4,3,2,2,1,2,2,12,2,12,0
2012,2100,4,6,2,3,1,1,1,5,1,1,24,1,5,3,2,2,1,2,2,11,2,11,0
2009,1700,3,1,3,1,2,1,1,5,1,1,41,1,5,3,2,2,2,2,2,11,2,11,0
2011,1900,4,6,3,1,1,1,1,5,1,1,19,1,3,3,2,2,1,2,2,10,2,10,0
2009,2200,4,7,4,1,1,1,1,5,1,1,24,1,5,3,2,2,1,3,2,9,1,6,3
2010,1800,4,5,12,4,1,1,1,5,1,1,42,1,4,3,2,2,3,5,2,9,2,5,0
2011,2200,4,2,8,4,1,1,1,5,2,1,35,1,5,3,2,2,1,2,2,9,1,7,2
2011,800,2,5,8,4,1,1,1,5,1,1,27,1,5,3,2,2,2,2,2,7,1,5,2
2011,1000,2,7,7,3,1,1,1,5,1,1,33,1,4,3,2,2,1,3,2,7,2,4,0
2010,500,1,7,5,4,1,1,1,5,1,1,25,1,4,3,2,2,1,3,2,7,2,7,0
2009,1300,3,6,3,2,1,1,1,5,1,1,25,1,4,3,2,1,2,2,2,7,2,6,0
2009,1700,3,1,4,4,1,1,1,5,1,1,28,1,5,3,2,2,1,2,2,6,1,2,4
2009,1400,3,3,10,4,1,1,1,5,1,1,19,1,5,3,2,1,1,2,2,6,1,4,2
2012,1500,3,1,1,3,1,1,1,5,1,1,33,1,5,3,2,2,1,2,2,6,1,5,1
2011,2000,4,6,9,4,1,1,1,5,1,1,25,1,5,3,2,2,1,4,2,6,1,5,1
2009,1100,2,4,9,3,2,1,1,5,1,1,21,1,5,3,2,2,1,2,2,6,1,5,1
2009,1900,4,1,4,4,1,1,1,5,1,1,24,1,5,3,2,2,1,2,2,6,1,5,1
2011,100,1,1,7,4,1,1,1,5,1,1,60,1,3,3,2,2,2,3,2,6,2,4,0
2011,800,2,2,1,1,1,1,1,5,1,1,33,1,3,3,2,2,1,2,2,6,2,6,0
2010,2100,4,7,7,4,1,1,1,5,1,1,46,1,5,3,2,2,2,2,2,6,2,4,0
2012,2000,4,6,3,4,1,1,1,5,2,1,33,1,5,3,2,2,2,2,2,6,2,6,0
2011,1900,4,3,7,1,1,1,1,5,1,2,39,1,4,3,2,2,2,3,2,5,2,3,0
2011,2100,4,1,8,4,2,1,1,5,1,1,21,1,5,3,2,2,1,2,2,5,1,4,1
2009,2300,4,2,12,4,2,1,1,5,1,1,40,1,5,3,2,2,1,2,2,5,1,4,1
2009,2100,4,1,3,4,1,1,1,5,1,1,24,1,4,3,2,2,1,2,2,5,1,2,1
2009,2000,4,6,2,4,1,1,1,5,1,1,36,1,5,3,2,1,1,2,2,5,1,4,1
2009,1900,4,3,11,3,2,1,1,5,1,1,23,1,5,3,2,2,2,2,2,5,2,4,0
2009,200,1,7,6,1,1,1,1,5,1,1,24,1,3,3,2,2,1,2,2,4,1,3,1
2012,1600,3,1,4,3,2,1,1,5,1,2,30,1,5,3,2,2,2,4,2,4,2,1,0
2009,700,2,4,9,3,1,1,1,5,1,1,26,1,4,3,2,2,1,2,2,4,1,1,3
2011,1800,4,3,7,2,1,1,1,5,1,1,29,1,5,3,2,2,1,2,2,4,1,2,2
2009,1400,3,6,1,3,1,1,1,5,1,1,30,1,2,3,2,2,1,2,2,4,1,2,2
2010,800,2,3,5,3,2,1,1,5,1,1,38,1,4,3,2,2,1,2,2,4,1,3,1
2009,2400,4,5,9,4,1,1,1,5,1,1,18,2,5,3,2,2,1,2,2,4,1,3,1
2011,800,2,2,11,1,2,1,1,5,1,1,22,1,4,3,2,2,2,1,1,4,2,3,0
2010,1200,2,2,6,1,1,1,1,5,1,1,20,1,5,3,2,1,1,2,2,4,2,3,0
2010,1500,3,5,6,1,1,1,1,5,1,1,24,1,5,3,2,2,1,2,2,4,2,4,0
2010,2200,4,6,4,1,2,1,1,5,1,1,22,1,4,3,2,2,1,4,2,4,2,2,0
2009,1500,3,2,8,1,2,1,1,5,1,1,24,1,4,3,2,2,2,2,2,4,2,3,0
2009,700,2,6,7,1,1,1,1,5,1,1,39,1,5,3,2,2,3,2,2,4,2,3,0
2009,2100,4,7,9,3,2,1,1,5,1,2,20,1,5,3,2,2,2,2,2,4,2,3,0
2012,1400,3,2,2,3,1,1,1,5,2,1,27,1,5,3,2,1,1,3,2,4,2,2,0
2010,500,1,1,9,4,1,1,1,5,2,1,31,1,5,3,2,1,2,2,2,4,2,3,0
2010,600,2,1,4,3,1,1,1,5,2,1,25,1,5,3,2,2,2,2,2,4,2,4,0
2009,1700,3,1,10,4,1,1,1,5,2,1,28,1,5,3,2,1,2,2,2,4,2,3,0
2010,2000,4,7,1,3,1,1,1,5,2,2,24,1,5,3,2,2,1,2,2,4,2,4,0
2010,600,2,1,9,4,1,1,1,5,1,2,28,1,4,3,2,2,2,2,2,3,2,2,0
2010,1000,2,1,10,2,1,1,1,5,1,2,41,1,3,3,2,2,1,2,2,3,1,2,1
2009,2100,4,5,4,3,2,1,1,5,1,1,27,1,4,3,2,2,1,3,2,3,1,1,2
2011,2300,4,5,12,3,1,1,1,5,1,1,25,1,5,3,2,2,1,3,2,3,1,2,1
2010,1200,2,4,11,4,1,1,1,5,1,1,24,1,5,3,2,2,1,2,2,3,1,2,1
2011,500,1,1,1,3,1,1,2,5,1,1,22,1,5,3,2,2,1,2,2,3,2,3,0
2012,1700,3,1,3,3,2,1,1,5,1,1,52,1,4,3,2,2,3,3,2,3,2,1,0
2011,900,2,6,9,3,1,1,1,5,1,1,20,1,5,3,2,2,4,2,2,3,2,2,0
2011,2000,4,1,6,4,1,1,1,5,1,1,30,1,3,3,2,2,1,2,2,3,2,2,0
2010,100,1,7,12,4,2,1,1,5,1,1,20,1,5,3,2,2,2,2,2,3,2,2,0
2010,1200,2,2,5,3,2,1,1,5,1,1,34,1,3,3,2,1,2,2,2,3,2,1,0
2010,100,1,5,4,3,1,1,1,5,1,1,22,1,4,3,2,1,1,3,2,3,2,1,0
2010,2400,4,6,1,3,1,1,1,5,1,1,32,1,2,3,2,2,2,2,2,3,2,1,0
2011,1600,3,2,11,4,1,1,1,5,2,1,20,1,5,3,2,2,3,3,2,3,2,1,0
2011,2000,4,4,9,3,2,1,1,5,2,1,19,1,2,3,2,2,2,3,2,3,2,1,0
2011,1300,3,1,7,3,1,1,1,5,2,1,26,1,5,3,2,2,1,2,2,3,2,3,0
2011,2100,4,6,3,4,1,1,1,5,1,2,29,1,4,3,2,2,2,2,2,2,2,1,0
2010,1000,2,4,10,3,1,1,1,5,1,2,26,1,5,3,2,2,3,2,2,2,2,1,0
2011,1800,4,2,10,4,1,1,1,5,1,1,24,1,3,3,2,2,1,2,2,2,1,0,1
2009,1500,3,7,10,3,2,1,1,5,1,1,23,1,5,3,2,2,1,2,2,2,1,1,1
2012,1100,2,2,2,3,1,1,1,5,1,1,21,1,5,3,2,2,2,2,2,2,2,1,0
2012,1200,2,2,1,4,1,1,1,5,1,1,22,1,4,3,2,2,1,2,2,2,2,1,0
2011,1900,4,6,12,4,1,1,1,5,1,1,20,1,5,3,2,2,1,2,2,2,2,2,0
2010,1000,2,4,5,3,1,1,1,5,1,1,30,1,5,3,2,2,1,2,2,2,2,1,0
2009,700,2,3,12,3,2,1,1,5,1,1,27,1,5,3,2,2,2,2,2,2,2,1,0
2009,2000,4,6,12,2,2,1,1,5,1,1,27,1,5,3,2,2,2,2,2,2,2,1,0
2009,1200,2,4,3,4,1,1,1,5,1,1,21,1,5,3,2,2,1,2,2,2,3,0,0
2009,2400,4,7,3,4,1,1,1,5,1,1,19,1,5,3,2,2,1,2,2,2,2,2,0
2009,500,1,6,3,3,1,1,1,5,1,1,26,1,5,3,2,2,2,2,2,2,2,2,0
